Index,TCOO,Cooling_Cost,Heating_Cost,Energy_Cost_Above_Threshold
4526,23309.54,"422.14,497.33,270.88,486.72,1284.8,793.33,1083.22,298.98,677.48,277.68,348.56,777.92,1298.74,191.35,306.31,803.22,244.54,921.49,1065.89,753.94,1100.66,1049.72,797.89,867.32,121.98,707.9,896.54,628.15,308.51,1251.12",[],6
4527,22817.27,"585.34,326.66,257.32,1308.03,785.74,773.33,519.14,421.3,208.18,676.28,219.68,1025.41,765.95,640.64,618.67,689.69,269.55,881.45,1180.34,189.23,93.24,408.83,549.69,539.58,338.63,965.33,673.56,1322.72,1360.08,1449.33",[],5
4528,22802.67,"1114.98,1024.31,1105.97,191.59,839.12,1002.62,398.43,1138.69,1012.98,375.93,772.95,167.91,829.28,334.72,487.67,377.27,410.37,585.89,481.95,512.15,882.39,364.82,375.88,385.39,166.39,742.83,444.01,1226.05,235.61,109.9",[],4
4529,24857.97,"342.62,812.72,835.86,456.19,454.96,657.49,566.07,406.25,1222.89,598.78,686.8,248.95,175.47,1185.86,770.38,1395.23,662.07,1467.77,1656.36,869.5,1180.2,180.46,218.76,1404.76,1133.37,614.55,903.3,357.5,1008.55,555.11",[],8
4530,25778.04,"991.97,1088.02,90.64,809.63,1559.42,351.86,265.83,1042.92,696.36,470.41,1142.07,1040.29,958.58,1359.42,1351.34,536.53,786.43,992.82,688.25,615.04,323.08,247.87,520.26,1548.28,724.94,125.15,1280.29,524.61,569.48,579.14",[],7
4531,25300.03,"1309.0,932.91,504.23,305.89,701.48,1288.68,572.76,560.27,373.74,789.3,1605.02,1077.95,485.4,1142.07,772.59,803.15,388.29,824.26,904.95,258.36,832.06,115.98,390.63,1453.91,365.64,512.61,222.82,1373.37,946.56,843.31",[],7
4532,25222.42,"735.34,719.46,787.78,777.22,300.06,1471.36,850.23,1305.38,485.9,387.73,557.69,1188.28,1402.83,961.85,1332.44,706.36,604.05,589.14,420.26,859.73,981.36,375.31,341.03,234.26,669.81,157.62,1256.56,1082.63,261.69,366.78",[],7
4533,21971.68,"713.42,256.48,283.8,1215.4,581.94,558.53,731.01,439.84,978.72,341.72,1011.21,491.48,120.96,233.01,96.81,994.97,270.03,130.33,124.51,1004.72,224.67,510.02,1234.9,281.79,733.25,485.4,859.58,1691.72,1022.52,1066.19",[],4
4534,24760.49,"1145.94,698.67,1609.09,314.14,100.71,1350.06,435.48,707.64,1009.21,244.54,1371.57,280.29,351.93,1193.07,664.31,695.63,377.79,577.41,1141.9,741.78,597.41,649.02,1218.89,139.37,569.89,646.89,232.32,640.49,797.5,1285.21",[],8
4535,22625.1,"918.35,868.89,1120.29,397.73,433.14,464.77,254.4,600.72,841.56,420.92,101.46,1326.84,319.4,524.09,204.18,95.99,951.15,715.5,987.51,643.88,785.62,1104.63,379.49,130.78,984.24,806.88,184.25,599.35,1196.8,711.92",[],4
4536,24662.09,"413.59,293.54,596.14,331.87,852.07,372.95,1275.09,215.4,942.25,534.2,512.82,726.61,388.33,456.19,1374.49,1480.51,1642.88,511.58,573.15,733.3,1015.08,1167.42,244.73,563.32,1085.2,1559.42,665.92,1280.38,414.6,935.36",[],8
4537,22383.95,"277.4,763.73,160.58,170.36,1058.27,296.71,481.4,364.12,281.49,1180.87,311.72,1521.15,479.92,129.14,205.24,699.42,1603.0,884.64,624.02,907.93,876.05,372.97,971.43,507.88,764.81,1205.27,1088.02,335.05,571.44,302.2",[],5
4538,22351.34,"270.56,130.78,1220.13,222.93,470.17,138.64,1079.38,1147.49,1204.44,995.17,569.89,688.73,227.31,868.96,694.82,96.55,536.28,582.96,376.31,865.64,274.87,584.46,203.62,525.22,832.69,660.05,451.6,1289.48,1103.29,563.02",[],6
4539,22762.81,"1000.2,231.86,426.96,103.8,960.59,634.21,324.52,1129.02,604.41,656.83,982.94,738.03,857.86,1136.67,496.57,130.86,475.99,1305.31,301.25,134.78,996.6,653.22,559.99,972.1,464.89,854.84,227.71,318.74,950.46,579.09",[],3
4540,24409.41,"671.94,213.98,1476.93,243.8,889.65,583.15,492.01,736.58,955.86,1230.98,1088.68,1073.98,644.55,690.98,657.96,90.21,435.97,578.83,1414.11,464.3,563.27,507.89,634.41,707.57,824.6,665.18,655.08,851.8,867.18,677.88",[],5
4541,23548.98,"315.68,167.72,171.47,1296.91,310.17,1197.85,519.61,667.94,512.82,715.71,431.78,134.05,999.48,732.85,1099.58,1031.29,1320.43,808.12,304.72,566.03,724.4,1101.81,675.99,883.51,809.66,378.27,1253.25,207.14,1321.75,458.29",[],7
4542,25513.87,"410.32,650.85,452.0,247.79,481.4,1086.91,179.96,1345.42,282.42,1185.62,1150.62,919.4,974.83,1112.58,331.93,1144.91,918.6,1396.84,407.87,1414.04,841.31,1207.01,373.6,180.94,795.46,1093.83,723.94,1520.94,1007.7,189.23",[],11
4543,25087.91,"241.5,804.43,492.52,365.67,916.59,1145.94,1228.44,373.29,1355.79,1539.59,1235.51,613.19,662.86,561.87,1012.63,1051.6,666.33,254.18,818.31,1207.01,724.49,231.06,469.36,231.77,656.47,785.94,354.17,352.97,826.81,1123.35",[],7
4544,23217.02,"525.61,470.38,641.41,97.3,773.33,544.98,96.43,999.14,222.82,991.82,980.43,841.44,844.87,1339.65,342.98,938.42,226.1,618.67,1295.87,1357.24,247.19,704.66,559.05,569.92,318.74,958.94,617.62,559.81,1135.73,578.95",[],4
4545,23767.76,"557.15,124.45,328.5,682.0,679.36,595.66,888.9,1655.39,950.87,212.67,1333.28,560.78,778.24,847.23,320.7,463.58,1039.37,419.13,1173.8,656.72,703.16,725.86,689.62,458.87,1551.07,636.67,171.39,231.56,1185.73,134.78",[],5
4546,22375.87,"377.27,161.04,1062.78,364.02,615.01,395.31,978.27,784.56,854.98,88.77,541.04,1136.67,747.08,1688.77,167.72,621.71,670.22,651.71,979.96,582.97,539.1,385.44,90.35,1151.92,479.08,582.97,198.84,495.07,567.97,557.62",[],4
4547,22153.7,"359.14,394.46,143.06,736.69,521.77,157.62,1169.38,421.22,821.86,191.03,1128.84,319.87,994.8,464.37,739.97,182.62,423.81,870.76,1150.52,1201.43,808.45,361.01,223.73,583.91,885.2,253.82,417.52,971.69,715.82,1522.94",[],5
4548,21528.98,"418.01,523.23,831.8,973.5,581.93,318.45,399.81,272.96,559.54,895.26,421.99,521.03,169.7,1046.5,911.71,637.9,216.62,692.09,1228.54,528.15,262.97,370.3,345.92,208.9,989.17,696.52,372.61,922.42,139.99,942.25",[],1
4549,23858.77,"496.45,129.95,668.07,650.85,1093.06,154.35,692.59,583.58,830.54,1518.53,225.84,868.44,738.39,1157.2,934.19,1147.21,123.46,1080.43,1009.21,1048.32,93.53,145.81,985.89,328.07,642.95,726.82,938.35,938.44,696.79,419.37",[],5
4550,24554.15,"863.22,1026.97,483.41,491.48,1458.03,1254.46,1429.0,764.38,1123.34,448.8,728.12,163.22,280.59,400.71,105.44,491.3,925.76,304.34,443.29,921.78,1024.66,451.34,767.17,277.03,652.6,927.72,371.02,564.71,1136.8,991.82",[],5
4551,23979.29,"154.23,1058.5,610.79,1104.51,812.72,464.73,570.49,875.54,702.06,854.98,652.5,673.17,257.65,641.61,1124.89,651.55,225.52,707.57,116.77,287.29,999.66,312.21,404.44,1360.26,668.57,816.51,1101.77,800.67,1613.75,890.01",[],5
4552,24313.57,"818.21,731.77,231.47,817.88,1454.22,1231.57,638.73,1308.15,342.75,628.7,904.21,466.47,512.15,322.22,636.12,335.14,1206.12,442.58,1332.44,421.48,356.36,982.26,276.83,816.13,574.65,969.53,586.47,906.37,481.51,201.0",[],5
4553,24847.43,"789.3,342.04,1326.87,1157.34,1427.07,943.56,545.96,792.09,379.7,449.53,137.52,283.87,695.18,535.83,1601.35,575.28,256.74,480.28,427.43,986.36,1421.95,1439.04,688.73,1033.46,570.34,850.38,647.22,239.84,556.94,266.73",[],6
4554,21185.94,"119.61,476.57,588.51,741.78,604.45,725.03,234.93,455.87,707.03,193.83,367.51,388.53,688.25,965.09,278.06,598.18,184.25,612.64,871.16,1109.98,962.39,1387.33,534.39,147.21,618.03,599.38,497.87,820.04,260.75,621.11",[],2
4555,24567.84,"347.55,695.12,538.72,975.43,1541.1,769.93,1191.31,780.69,1234.78,829.41,415.8,484.83,147.23,712.85,353.22,841.76,138.05,575.91,382.3,766.91,449.86,1184.98,1080.91,480.16,1000.2,405.39,1235.51,850.79,682.0,649.22",[],6
4556,24366.9,"323.48,951.6,298.65,609.52,551.42,1229.33,1502.38,458.56,1167.42,176.07,743.42,187.79,855.4,605.29,904.1,950.46,619.32,1049.92,130.62,484.93,500.02,1350.46,369.13,480.16,1510.85,127.46,1142.07,1360.53,368.17,876.04",[],7
4557,23518.83,"586.07,715.71,1197.99,538.38,370.67,307.51,427.19,917.82,885.2,999.23,498.71,439.07,887.36,308.51,463.52,385.22,1204.44,1583.36,315.68,702.43,187.81,1297.73,872.71,619.52,913.76,375.79,576.8,1185.57,451.6,103.04",[],5
4558,23548.8,"794.18,274.68,526.24,987.08,372.72,1201.84,1029.19,129.72,936.89,950.46,845.33,829.37,284.5,965.58,205.24,702.49,835.34,1589.77,321.3,129.82,265.09,939.62,920.85,537.15,981.01,310.52,1188.28,491.3,222.34,287.29",[],3
4559,25832.57,"977.04,960.02,595.98,891.99,582.43,185.82,1272.13,652.6,903.68,1364.09,532.01,392.64,285.74,1534.41,857.39,1356.15,1616.97,103.16,495.73,706.36,715.05,255.25,580.41,248.03,1065.09,784.83,1117.14,1222.89,838.71,587.92",[],8
4560,21701.68,"332.16,960.5,580.8,928.51,671.99,213.54,406.54,825.64,704.66,105.44,475.83,812.34,568.11,552.9,689.15,337.12,538.66,388.33,284.09,679.16,608.14,492.16,841.47,201.15,524.59,596.07,1104.37,1506.78,368.12,516.24",[],2
4561,22774.87,"1196.8,855.81,162.38,413.15,481.59,439.21,1013.15,418.61,909.98,93.77,674.38,623.38,486.61,1010.6,1150.96,559.83,622.96,907.93,166.4,103.8,715.05,620.91,328.5,512.88,551.33,928.6,772.2,817.44,331.94,1521.15",[],3
4562,24295.35,"567.97,1453.04,1686.77,739.97,342.09,632.75,863.08,1087.31,1133.24,430.53,811.44,267.1,742.08,269.55,748.85,156.18,331.13,558.57,448.96,560.38,1170.1,214.49,886.83,506.11,567.73,619.95,265.83,624.79,950.22,1002.62",[],5
4563,24413.29,"614.38,1235.88,545.96,623.28,687.78,587.69,452.2,1362.45,160.75,1185.61,215.02,1478.41,181.56,262.64,1001.46,280.71,1660.57,643.02,490.68,713.22,755.52,928.82,189.61,208.9,1126.43,538.72,1046.05,610.65,1185.61,766.14",[],7
4564,24573.24,"391.83,486.25,1418.83,407.87,1043.36,421.48,161.12,1207.37,1157.34,576.44,692.02,783.5,911.9,692.37,332.07,642.59,1332.09,1116.16,631.79,596.14,694.38,1428.85,717.29,765.4,388.29,409.82,999.45,1092.99,131.24,93.62",[],7
4565,23849.85,"587.94,669.52,727.68,229.76,817.95,234.52,728.12,135.08,255.53,846.76,1381.02,1223.58,688.22,874.68,1046.05,1201.08,444.77,698.6,1636.72,487.62,286.94,595.98,305.98,486.33,698.67,482.5,1039.95,1220.34,998.14,131.52",[],5
4566,21654.13,"1083.48,887.36,204.73,632.59,492.53,133.65,394.54,464.3,314.7,677.88,436.72,117.36,274.88,1221.98,537.45,1150.78,776.14,151.39,377.27,1279.83,717.26,735.06,798.79,412.57,764.38,1169.25,433.24,284.56,480.97,282.09",[],5
4567,23784.18,"596.42,190.72,496.19,638.73,450.39,368.78,218.76,1981.02,372.45,834.24,674.61,566.76,360.92,752.02,857.86,297.14,943.13,504.64,943.98,1656.52,971.28,1059.88,1101.77,1058.5,588.71,551.67,213.63,116.31,1670.55,431.13",[],5
4568,22983.01,"501.22,192.24,582.88,824.33,212.93,973.17,933.1,465.8,638.31,664.05,478.1,1039.85,936.1,854.88,623.82,1170.24,698.3,830.09,276.72,949.75,548.12,132.79,1215.4,927.47,224.69,644.33,427.82,799.35,425.31,367.36",[],2
4569,24896.11,"1216.96,531.7,1587.52,644.78,697.21,1059.05,1291.04,383.91,1152.33,827.42,760.24,323.37,659.56,481.95,883.09,612.91,503.73,740.14,995.51,323.68,655.84,498.06,1328.12,259.56,524.65,546.55,355.88,376.43,364.75,466.23",[],6
4570,23123.07,"604.51,945.21,734.83,602.24,229.45,399.81,1234.78,829.08,157.88,757.5,664.81,572.66,334.72,656.47,469.78,441.85,1027.67,719.78,1104.29,288.95,270.69,657.96,824.63,691.45,1185.57,586.04,323.83,1002.38,1398.5,281.98",[],4
4571,25368.52,"842.31,1089.76,949.85,725.84,352.21,647.58,970.05,973.17,357.02,840.94,904.1,386.13,639.59,531.81,117.27,724.14,734.32,1422.69,1463.49,925.48,1605.02,1025.18,501.22,412.45,1317.95,274.88,498.8,235.68,614.86,845.82",[],5
4572,22978.46,"1158.42,435.13,547.87,355.06,399.81,464.21,1298.46,804.41,1124.32,920.45,838.52,676.18,474.54,371.57,174.36,416.02,179.65,957.51,861.99,1063.87,290.2,896.88,413.15,579.04,760.24,453.23,661.65,1011.71,420.57,120.96",[],4
4573,26547.27,"910.04,1341.95,1385.89,297.11,560.46,1069.19,1354.57,656.19,1140.75,193.83,665.18,374.17,248.81,558.57,1297.73,1178.04,903.47,747.08,382.3,1217.08,965.07,914.98,695.6,1355.21,670.41,301.66,1294.82,859.75,363.31,502.96",[],10
4574,25274.44,"926.42,417.6,500.43,448.33,841.79,265.46,1307.92,450.87,621.09,550.85,1253.61,672.34,182.39,1512.53,1552.81,868.44,1201.43,742.13,892.68,196.02,501.73,1040.29,298.61,237.06,696.89,1727.17,1146.69,1002.62,284.4,1143.88",[],8
4575,23154.77,"307.17,293.66,377.54,240.03,1019.29,904.95,240.62,394.48,448.8,1518.14,783.53,840.91,1220.34,1076.74,643.88,463.59,366.09,1183.67,426.68,1073.98,408.68,764.05,231.9,1069.19,152.07,947.93,437.97,753.9,1398.77,300.9",[],7
4576,26457.79,"1170.05,1342.66,1133.4,1059.95,408.91,1113.71,1082.27,521.98,741.78,688.67,943.96,1187.08,221.33,920.09,347.55,1387.17,373.29,376.31,1059.95,1347.58,808.52,166.63,973.23,718.14,745.31,757.39,355.1,412.57,683.35,557.01",[],10
4577,26729.23,"725.86,919.97,711.25,1353.18,872.85,803.3,916.82,918.35,1095.61,1230.98,797.5,373.6,601.0,567.73,841.44,267.59,410.27,1400.49,1808.25,910.58,226.92,1045.35,1061.78,177.35,606.86,899.08,786.13,753.18,1198.03,466.47",[],7
4578,21751.65,"722.03,467.15,535.73,662.86,1203.89,401.35,279.33,828.74,606.67,119.71,743.63,372.68,657.15,532.78,288.18,579.97,610.79,441.65,665.27,393.06,1149.37,447.57,786.43,369.45,516.67,1066.04,765.91,346.77,531.24,649.22",[],3
4579,24407.97,"525.25,897.27,630.28,1357.24,1010.55,236.74,696.52,710.67,275.65,757.5,855.56,276.83,1047.85,1619.43,180.25,579.09,657.02,766.01,305.76,634.57,1092.33,844.21,380.66,527.48,314.3,1047.23,1113.09,1236.34,755.63,260.78",[],5
4580,24930.42,"937.59,1414.04,492.04,861.8,296.4,1257.23,363.64,533.32,1441.65,1049.61,516.17,845.15,671.06,753.15,960.5,801.63,863.95,393.31,605.23,1174.58,257.25,139.99,563.42,614.55,181.04,182.08,781.98,1372.19,749.98,614.55",[],5
4581,24724.14,"1236.88,184.25,1497.18,1135.17,738.7,149.69,182.39,518.5,576.8,582.88,887.97,510.64,344.15,985.05,1316.64,889.98,664.79,382.3,599.94,1133.37,198.97,784.56,401.17,1320.66,761.94,616.3,399.27,1418.83,795.86,1121.21",[],8
4582,25958.82,"1104.7,1392.6,737.66,1071.33,1008.44,582.81,1468.72,550.81,683.35,1141.26,1175.04,390.38,777.92,613.74,629.59,245.29,485.49,1063.91,325.61,1509.59,894.24,249.24,1136.95,739.79,303.33,99.78,904.38,370.33,741.32,230.6",[],9
4583,22310.34,"943.13,265.69,688.19,207.8,736.69,1126.72,247.79,322.22,469.37,574.74,701.41,920.45,702.06,878.69,1100.66,293.2,867.2,258.91,1327.91,102.33,343.45,611.23,281.86,763.99,922.62,1167.72,323.18,822.82,199.16,285.49",[],4
4584,23771.93,"873.67,115.98,1053.01,779.18,738.26,1061.95,1114.16,368.16,1016.56,710.97,279.92,435.83,864.68,418.31,638.8,679.16,827.39,837.46,461.34,1264.28,794.95,327.38,480.06,146.75,566.52,1013.96,323.96,144.08,1278.59,758.38",[],4
4585,22734.04,"871.44,863.62,742.89,268.14,613.74,1478.06,352.36,282.56,620.57,1374.81,577.93,467.78,369.83,834.94,197.37,631.98,337.12,310.3,183.21,778.19,539.93,547.76,638.39,678.05,607.95,1000.2,1220.01,194.1,597.36,720.94",[],3
4586,22820.35,"931.16,733.9,389.45,831.28,449.66,1065.09,360.75,587.69,709.41,91.24,634.21,661.44,231.67,316.83,950.46,1166.88,934.76,685.81,618.67,1254.26,199.06,344.44,691.01,469.36,361.01,648.79,346.76,1334.18,1047.02,229.38",[],4
4587,22217.12,"191.43,814.5,1510.85,1363.62,361.47,227.71,943.98,153.45,166.26,492.86,397.43,510.43,301.12,893.17,132.79,435.88,413.85,216.41,480.47,224.33,1382.93,1113.33,397.66,824.76,837.46,744.33,1270.74,255.25,451.13,1109.08",[],6
4588,24483.86,"650.85,363.83,97.32,846.56,802.41,858.3,407.76,897.59,630.02,540.97,971.28,378.27,1349.34,910.65,672.7,860.95,369.32,675.78,726.82,1156.36,1239.45,689.69,1077.84,300.9,1144.94,618.03,783.61,986.21,1047.72,363.68",[],5
4589,22857.8,"405.48,557.36,525.46,145.66,602.54,945.27,339.43,628.39,1461.09,542.02,568.66,1019.38,736.12,717.61,206.4,270.54,921.9,761.41,192.01,1123.44,241.21,958.6,833.07,244.54,615.33,747.77,1009.69,1024.54,1243.86,288.92",[],3
4590,23205.98,"696.79,652.5,573.81,471.1,1086.86,1343.15,203.44,516.67,408.68,149.57,411.21,98.05,304.82,505.78,266.89,172.93,1307.02,863.22,1181.3,314.76,1217.08,1349.33,180.33,923.71,1152.32,885.17,882.54,1141.28,1151.92,235.88",[],9
4591,25107.91,"355.88,881.25,567.83,763.49,889.32,989.77,267.1,319.01,476.14,1570.56,171.99,336.26,1410.52,822.53,899.08,920.45,251.43,669.52,1225.47,215.86,1412.5,618.65,874.99,1058.84,793.04,679.08,613.45,1887.12,88.77,1435.52",[],6
4592,22676.05,"512.53,713.47,178.55,372.85,913.08,711.21,875.54,480.08,313.68,597.21,793.04,808.45,1473.39,821.52,435.83,361.46,873.29,904.1,1068.95,307.17,738.17,128.69,938.35,449.66,854.63,703.91,285.49,298.94,226.86,863.82",[],2
4593,24174.87,"573.23,1197.73,967.76,1217.07,521.44,901.17,416.02,855.15,274.64,492.52,1145.13,719.29,513.89,307.64,293.2,141.43,789.98,739.97,358.22,742.32,1487.66,748.23,624.72,460.6,738.03,619.84,832.06,735.96,804.62,894.06",[],4
4594,25652.64,"934.25,1001.46,873.18,1273.52,102.11,1304.5,1370.65,1456.75,933.14,1005.61,438.65,810.09,823.58,995.48,506.3,315.65,535.37,1066.52,268.23,1255.44,1003.14,218.8,1119.43,236.62,477.92,656.19,297.65,267.1,152.62,124.56",[],7
4595,23979.91,"704.66,185.28,1371.57,161.55,957.15,1047.72,191.79,694.45,189.66,923.16,1241.68,555.5,424.79,1100.48,1081.52,746.73,960.59,1072.74,879.01,1007.68,584.59,157.57,503.2,881.25,447.57,415.37,352.21,584.59,887.97,519.15",[],5
4596,22216.67,"1063.91,185.28,968.06,684.78,542.71,668.43,744.56,639.59,542.71,803.33,164.97,683.44,425.44,1101.77,136.02,925.34,430.38,671.1,780.82,452.32,279.92,768.48,728.37,633.76,648.39,829.52,184.23,207.6,531.85,494.98",[],2
4597,20425.39,"318.26,195.4,190.28,613.71,508.46,1265.14,565.8,234.07,568.53,122.88,489.82,393.31,835.86,221.68,97.3,569.48,883.7,1340.58,286.89,182.08,667.66,354.79,1145.8,445.6,547.76,835.81,744.05,624.99,749.07,302.36",[],3
4598,26425.31,"1049.92,1621.67,864.68,668.55,516.66,577.41,844.48,460.13,147.77,1525.91,780.95,727.47,937.72,1462.16,183.57,1183.34,1110.83,836.77,620.9,594.93,1013.01,1204.44,312.11,1024.09,198.86,285.59,698.6,791.23,736.17,1268.57",[],7
4599,25160.36,"1140.51,852.07,727.71,779.32,1046.43,419.38,367.36,869.32,286.84,319.65,882.82,609.43,730.03,524.61,279.05,1351.34,936.1,1219.15,845.82,955.64,157.88,1141.52,1019.16,379.97,488.64,845.24,883.82,731.25,1237.49,1046.43",[],5
4600,25210.82,"337.71,1523.9,1386.26,810.09,125.62,477.52,1081.52,576.8,710.12,319.01,634.21,286.89,1130.17,950.51,834.94,478.66,1627.52,482.24,875.69,167.91,841.31,809.65,477.89,100.5,519.14,1476.93,1172.56,978.27,1343.71,406.97",[],8
4601,25053.77,"1059.88,755.44,1317.9,372.97,814.37,586.07,1066.52,1031.42,296.97,784.05,524.12,114.28,395.81,1201.16,874.68,797.4,194.87,1482.71,649.85,1081.93,252.56,1242.11,605.73,524.17,1178.7,619.68,175.13,874.68,690.54,758.38",[],8
4602,22036.97,"136.4,188.4,683.4,380.54,412.42,1456.75,660.39,738.7,1047.02,447.85,818.21,331.22,134.78,330.53,765.96,635.9,753.46,560.27,142.75,490.02,1195.31,158.33,144.08,1228.89,385.05,574.65,1458.1,897.96,434.42,1188.29",[],5
4603,22854.09,"224.92,237.15,195.11,977.31,1105.22,182.37,1124.37,559.54,901.63,1381.02,943.11,757.74,147.66,926.41,347.9,251.26,820.51,841.99,1062.38,293.59,358.22,974.08,210.04,1025.17,270.54,177.03,383.61,1371.57,1124.37,307.64",[],6
4604,20803.04,"258.11,355.91,471.65,323.68,628.13,343.85,1296.91,325.9,120.26,849.43,628.46,199.74,242.3,1188.13,1149.75,346.78,337.77,911.9,825.34,377.54,171.99,657.03,422.48,626.09,111.95,782.75,545.27,556.44,901.41,746.96",[],3
4605,23509.01,"330.38,271.74,1290.44,138.05,312.41,927.52,1290.31,670.7,1407.5,221.33,392.85,1175.71,674.14,1248.08,302.81,936.1,740.19,289.41,132.59,794.89,98.74,505.31,1651.91,447.42,338.12,709.49,1089.3,509.23,485.49,1051.96",[],7
4606,24935.88,"702.56,665.02,537.4,928.28,942.01,1245.37,622.15,1185.62,749.91,579.97,1429.0,534.2,464.98,394.29,660.08,189.7,1506.78,301.67,845.39,518.43,299.6,546.15,182.79,867.16,1232.7,708.89,1209.68,107.66,1195.29,873.21",[],7
4607,22796.48,"496.45,1248.38,355.1,735.77,1013.39,1082.2,297.01,291.4,359.5,709.49,1253.61,472.37,276.55,859.22,244.13,469.3,579.82,614.86,282.42,1027.44,603.55,982.54,1321.19,469.78,429.71,420.92,813.87,187.19,219.05,779.33",[],4
4608,23862.84,"1039.37,1651.32,1206.73,310.84,563.81,388.61,495.1,962.17,1187.3,320.7,945.27,1058.66,338.24,796.37,211.01,319.87,708.81,784.83,974.62,749.14,431.48,531.24,247.57,282.42,306.76,357.33,330.27,1064.73,655.08,458.87",[],4
4609,27054.72,"744.56,720.79,186.8,780.68,1343.38,1094.79,1018.41,1561.95,650.8,385.13,386.54,996.6,1286.58,608.35,214.49,1172.94,1295.87,668.57,606.1,485.49,447.68,1619.5,733.3,867.26,1092.22,609.52,1161.33,1518.53,606.97,1150.78",[],11
4610,23292.1,"909.76,822.51,1115.21,573.15,110.5,764.99,156.16,1064.7,414.51,103.39,621.3,840.94,975.43,334.53,469.36,1460.37,610.94,742.13,819.27,450.35,129.33,853.35,447.76,328.3,322.22,548.47,1476.93,735.7,372.61,1599.22",[],5
4611,25618.92,"1589.65,331.87,861.05,1059.05,246.16,980.99,705.68,1204.72,481.86,1487.66,520.5,1093.63,99.78,275.6,356.96,610.37,409.82,617.92,400.36,1370.65,1480.51,675.69,1232.48,421.82,869.32,1521.04,881.79,659.82,221.58,525.75",[],9
4612,25268.31,"1360.08,376.51,649.17,1621.67,695.13,1362.53,727.84,1159.31,220.69,569.91,397.43,1260.25,761.59,789.89,359.05,1025.56,988.15,249.26,479.26,785.2,566.76,886.27,335.41,455.7,1506.78,320.02,339.1,626.79,652.6,387.52",[],6
4613,25759.99,"1565.12,245.61,449.84,1078.35,197.85,1043.7,686.6,919.32,1489.31,1153.42,88.93,1330.07,568.53,984.24,1364.78,1012.98,208.14,985.62,778.24,368.27,432.68,1460.37,967.13,254.05,552.01,767.26,459.38,974.21,370.46,222.76",[],7
4614,23790.56,"579.29,1361.26,1154.06,826.43,469.74,1024.05,395.11,405.57,500.43,1130.16,141.43,357.33,1620.85,313.71,297.47,476.66,305.93,137.52,96.59,1328.12,1053.02,505.65,1158.12,638.97,1008.44,1342.44,788.06,278.06,234.3,385.81",[],7
4615,23275.59,"724.27,966.35,1203.89,296.09,1266.14,157.1,724.4,199.06,868.9,570.3,883.09,446.31,864.09,265.83,401.28,651.36,367.36,88.77,1260.57,224.86,659.16,1023.36,673.08,695.13,1117.75,882.58,351.99,548.12,854.27,563.81",[],4
4616,24657.84,"931.16,388.9,534.64,410.06,904.63,397.13,602.24,805.59,810.09,1220.95,370.04,360.9,1520.94,371.96,409.78,1276.75,1471.01,834.84,157.62,805.59,659.16,1077.74,1175.84,351.98,815.09,467.61,514.3,565.27,671.1,1603.0",[],7
4617,23754.64,"1092.22,909.09,1222.85,750.87,614.15,870.04,434.74,1135.52,626.73,221.06,670.99,940.08,216.65,193.45,584.59,1355.21,323.95,1016.76,624.68,376.68,427.71,315.15,128.11,93.77,382.28,1226.8,486.75,1613.46,766.91,357.5",[],6
4618,22418.84,"379.7,1055.58,789.98,265.36,735.1,732.61,676.94,458.44,238.93,229.47,494.4,1382.93,496.19,433.66,346.76,935.8,941.69,580.41,862.9,457.55,871.44,90.21,1172.94,355.1,273.26,326.75,561.87,1306.95,1248.38,99.02",[],4
4619,20527.49,"412.98,515.97,794.89,125.28,353.52,194.36,333.03,715.05,98.05,272.89,468.71,1275.05,1485.55,583.15,468.95,417.6,146.75,434.11,848.84,116.59,117.27,1461.45,716.14,422.15,542.02,986.14,747.97,240.03,413.82,616.9",[],3
4620,24517.42,"851.76,259.13,1065.0,368.17,954.58,109.5,501.43,388.29,523.79,485.17,505.44,458.29,640.55,1381.33,1192.26,733.3,1020.23,1149.88,347.16,1601.79,935.46,1011.65,999.23,1260.54,153.52,1130.16,332.59,1503.65,253.35,434.16",[],8
4621,20281.69,"415.17,351.54,560.53,727.34,848.06,1024.33,281.98,226.43,1074.44,119.71,352.21,397.14,538.72,410.29,225.52,396.52,216.55,248.81,452.35,1011.87,904.41,903.68,507.82,640.55,354.54,831.33,408.68,341.64,136.02,480.87",[],1
4622,24590.8,"960.66,769.16,327.0,457.4,547.76,642.45,458.56,1053.02,478.41,510.85,827.27,538.7,482.67,1474.77,560.01,867.32,746.96,840.94,914.98,911.66,255.04,739.79,822.51,1130.8,1424.08,677.58,1066.04,285.83,1385.65,388.29",[],5
4623,25691.77,"246.76,452.32,927.49,1241.06,1147.49,610.65,995.66,650.77,1170.62,694.82,981.36,1495.31,1221.58,895.26,1148.75,1049.16,118.64,1029.02,1016.25,1070.34,103.08,433.84,220.43,1589.77,548.81,601.0,305.39,111.94,312.98,184.23",[],8
4624,25386.83,"967.62,323.95,735.65,1150.52,763.99,620.25,1271.99,268.14,934.76,441.96,769.16,908.2,960.5,1079.2,599.74,1200.22,1150.62,351.94,457.4,439.93,1183.67,863.08,523.46,885.86,446.84,1141.58,288.92,536.53,901.17,739.78",[],7
4625,25204.66,"99.02,1235.88,762.52,204.05,686.6,267.88,861.21,258.08,433.71,1009.01,945.35,1260.25,1138.3,728.28,882.82,664.31,1342.3,1257.17,922.38,1072.74,1456.75,942.75,186.78,544.0,263.61,1265.14,1157.93,424.24,867.32,175.81",[],9
