Index,TCOO,Cooling_Cost,Heating_Cost
34,330369.16,"427.46,1119.9,299.51,867.18,302.81,1227.83,705.16,500.61,1274.0,259.08,1302.05,652.15,1143.46,111.45,331.86,269.34,818.98,832.9,839.32,1146.33,1226.51,1096.48,322.61,1529.23,1693.62,89.79,489.82,1180.06,295.06,408.04","14251.0,11723.09,12255.55,12548.7,12431.09,12187.11,12009.87,10795.43,14048.93,13150.32,13056.55,11683.45,13269.5,11761.8,11615.43,12120.32,12450.72,10770.93,12749.21,11247.61,12862.05,12587.67,13900.52,11064.31,12770.51,11062.58,12134.31,11744.51,14199.55,13580.55"
35,325232.01,"611.39,674.93,385.09,839.25,360.28,88.62,589.92,285.79,282.57,293.5,1125.97,353.09,627.59,596.43,370.32,274.32,715.98,445.17,1251.6,732.96,154.4,855.18,371.87,1199.75,529.31,630.51,917.78,1302.94,383.8,406.77","11472.28,11876.8,14198.84,11540.18,13409.67,13238.09,12993.72,10876.95,12928.8,12053.39,11468.14,11380.59,13255.21,11392.54,11038.09,11636.99,11358.97,13173.51,11242.38,12775.58,13906.48,11442.18,13070.54,11396.62,13588.08,13045.93,12574.29,13043.9,13276.75,12367.85"
36,328634.0,"849.64,605.31,1106.77,823.83,1096.68,148.06,717.25,738.93,174.15,794.16,429.42,102.56,810.19,1212.15,983.12,380.45,527.52,1065.89,496.71,283.71,674.15,299.68,534.64,1166.26,1010.84,581.77,451.65,469.45,958.07,387.05","13467.72,11196.95,14163.4,13290.67,12851.06,11113.32,12509.42,12029.97,12668.71,11684.99,12116.34,11513.1,13243.07,11060.77,12861.23,11956.7,13600.37,12509.76,12055.42,13438.07,11588.15,11864.51,12593.04,12731.19,11710.47,12386.23,12032.52,11588.51,12377.38,12906.81"
37,325593.27,"339.89,742.74,720.64,811.62,294.22,512.64,708.88,288.81,842.35,358.97,104.32,830.56,302.39,941.3,622.31,1146.32,1216.05,482.25,209.31,1184.18,894.57,499.86,842.73,1319.82,1189.68,209.54,725.68,946.74,558.25,724.7","12615.74,12782.89,12882.1,13291.03,11639.96,12806.64,10882.61,11763.85,11178.56,12655.58,12359.26,10816.35,12676.38,11201.96,13777.64,12032.72,11052.73,11706.98,13296.53,12460.1,12111.02,12384.81,12003.09,12304.07,12207.29,11245.87,12825.46,12483.85,13832.16,13021.2"
38,330548.31,"1344.18,936.96,454.35,1366.6,225.51,1138.99,398.42,307.61,421.24,686.94,619.55,375.61,282.08,522.87,1192.76,1195.42,944.79,303.24,651.8,603.68,1181.86,1230.3,375.5,986.34,1571.82,714.57,415.91,889.88,1207.95,136.12","14146.53,12224.82,12786.35,11787.6,11794.5,13190.78,12088.96,11601.33,12918.41,14728.28,12361.65,11078.96,12008.07,11650.66,11766.54,11081.68,11320.57,13471.24,13542.29,12468.94,12316.8,11086.13,13825.98,13259.18,11168.28,12609.15,12104.99,13578.57,11211.1,12538.37"
39,333220.13,"821.33,1361.51,379.81,517.55,595.89,1412.11,895.95,273.48,379.71,434.69,673.89,468.23,1369.57,1212.15,474.32,1168.87,278.78,843.56,1104.82,548.66,844.69,537.47,110.69,432.44,756.56,1243.86,392.79,220.85,452.69,263.18","12487.46,12760.23,11158.91,13742.19,13203.86,10821.19,10857.68,13706.1,12020.43,14485.74,12810.3,11253.86,11469.14,13899.3,12927.15,11159.31,12087.66,13986.3,11624.54,12936.41,12055.9,13272.35,13150.39,14289.1,12051.34,13447.44,11588.66,13394.22,14400.95,12648.24"
40,333150.38,"858.46,225.48,503.2,1251.05,582.38,702.32,324.84,981.41,1270.78,1017.37,472.61,521.23,437.13,1010.88,568.36,356.56,665.14,976.95,547.86,766.44,1268.21,578.51,368.86,877.66,389.27,743.17,469.45,1529.9,637.32,249.22","14192.9,10968.97,11819.47,12864.92,12316.03,13773.03,12754.0,13486.25,13144.47,13034.92,13023.73,11066.57,13318.0,11959.0,12626.38,13323.67,13359.5,12765.99,11273.01,13310.19,12410.7,11393.91,12306.19,12102.9,13048.42,11574.11,11954.23,11795.54,12980.26,12389.63"
41,328522.79,"165.56,1191.83,838.48,159.36,1270.09,1524.22,911.4,946.82,825.97,257.09,677.95,371.74,1090.34,1018.62,551.63,638.5,501.57,623.8,1121.88,1016.4,719.1,405.38,1548.64,210.27,1069.04,208.35,681.78,258.74,283.18,707.43","12360.95,11772.13,11102.59,11535.16,14175.58,12720.77,12210.52,12210.98,12557.97,10963.74,12665.32,11977.77,12763.89,11945.97,11475.39,14570.34,12176.01,12301.04,13909.32,12623.52,13365.52,11559.67,12811.2,11092.98,11141.89,11463.6,11800.72,12498.63,13715.08,12906.11"
42,325384.02,"463.24,426.4,632.94,575.02,191.77,320.13,546.33,602.01,506.38,928.2,305.7,437.83,1156.09,821.29,357.59,529.28,349.22,615.42,516.58,225.65,1184.76,652.55,480.87,1218.38,517.96,188.72,104.18,1325.36,332.42,541.19","11624.42,12673.86,12200.73,11476.15,13204.92,12005.45,13448.82,12954.43,13551.02,12499.12,12598.65,11020.17,11559.5,11091.23,13262.01,13312.48,11266.54,12961.24,10769.66,11322.46,13036.88,13677.68,12136.1,12557.76,11215.43,13234.85,13546.66,11961.57,11297.09,13381.42"
43,329573.51,"1188.61,651.0,413.32,1055.31,155.68,373.03,744.46,161.57,540.95,612.47,223.75,459.36,310.0,1237.33,169.47,826.12,1238.6,1184.49,720.49,104.18,261.06,178.11,287.84,1107.27,826.05,842.73,831.08,560.97,523.78,837.58","11951.08,11439.57,12380.26,11862.15,13534.1,13592.5,11157.72,12618.98,14925.55,11605.37,13064.82,11069.27,12942.85,10777.94,12581.25,13546.66,13131.4,11517.9,14068.02,12087.66,12134.96,14014.35,12649.05,11886.57,11742.38,12626.99,13005.82,12559.97,13069.13,12462.7"
44,327577.31,"96.92,308.64,281.89,102.56,958.67,829.91,401.86,1285.31,609.57,485.19,442.98,945.71,931.5,1077.4,1501.42,1035.21,747.78,1412.11,887.65,480.09,113.78,89.47,628.79,729.63,131.69,884.68,586.81,542.4,628.57,651.0","11700.0,11693.42,13154.97,11767.27,12510.93,11928.44,13111.83,12390.68,12425.49,11713.59,11524.11,11469.1,12711.29,13412.25,11886.43,11994.85,12421.51,13971.17,12386.32,12984.28,12362.21,13290.67,11398.35,12191.47,12824.84,12301.16,12867.61,13125.02,12453.64,12641.95"
45,330867.02,"904.05,490.41,566.95,591.8,574.46,199.67,957.63,353.59,1592.38,287.03,689.72,869.34,503.05,376.34,604.64,542.84,1155.43,554.37,364.43,795.16,681.11,323.9,1123.5,1142.02,663.92,1229.45,869.44,924.24,307.16,913.78","13820.11,11528.06,12814.35,11489.26,12742.97,11386.44,11773.51,12698.63,12786.79,14366.53,12020.73,11553.83,12719.04,13279.69,13699.7,12032.93,12321.38,13094.57,12878.88,11258.32,11529.7,12262.77,12476.25,12413.27,11195.92,13170.1,13384.02,13234.4,12327.06,12937.42"
46,327132.82,"1069.3,374.78,477.23,962.09,1035.21,222.65,161.15,298.98,990.19,617.09,344.92,746.38,191.77,617.53,1101.65,393.44,1306.74,403.38,595.81,431.11,928.94,269.38,401.62,189.7,840.73,156.82,1035.44,679.7,547.04,1139.36","13595.9,12974.58,12466.98,12860.97,12088.89,12236.64,12060.64,11261.2,11293.9,11368.41,11298.39,13266.19,12749.79,12206.83,12659.22,14080.51,13071.02,10844.54,11342.97,11587.4,13474.26,12867.97,12346.86,11934.08,10929.52,13774.24,12102.31,12930.22,12391.86,13639.17"
