Index,Final NPV,Cooling_Savings,Heating_Savings
55,-1858.14,[],"2592.58,2672.39,2911.78,2888.55,2698.28,2796.98,2448.52,2621.74,2945.62,2547.23,2288.63,2557.54,2617.28,2389.28,2481.11,2447.68,2529.5,2870.36,2680.04,2210.2,2773.3,2842.98,2864.07,2854.16,2325.9,2653.34,2335.6,2409.31,2716.09,2365.0"
56,-2892.48,[],"2519.5,2251.91,2635.8,2759.18,2674.11,2714.63,2762.8,2687.89,2569.16,2465.87,2534.91,2533.06,2749.78,2559.46,2594.17,2746.46,2422.87,2401.71,2775.48,2252.92,2662.88,2863.98,2188.49,2558.02,2629.99,2437.99,2671.55,2526.11,2378.34,2445.65"
57,-2408.99,[],"2806.45,2345.62,2897.73,2576.97,2376.56,2574.36,2596.29,2542.61,2413.87,2409.72,2595.93,2536.67,2721.8,2551.84,2700.58,2621.12,2768.44,2612.45,2347.28,2380.58,2864.02,2813.98,2364.97,2262.93,2530.32,2982.83,2794.0,2689.08,2607.26,2889.36"
58,-2695.36,[],"2974.22,2471.46,2637.7,2615.61,2830.09,2611.95,2816.6,2773.79,2471.77,2438.48,2640.89,2341.08,2594.62,2365.81,2311.68,2445.49,2404.98,2659.73,2671.55,2675.0,2937.64,2260.33,2302.44,2462.44,2810.35,2422.8,2816.3,2502.22,2322.63,2434.99"
59,-2686.97,[],"2283.79,2995.78,2531.85,2665.62,2641.59,2581.99,2917.58,2603.8,2724.55,2487.53,2321.18,2599.36,2588.82,2523.55,2620.01,2326.98,2407.8,2604.25,2696.18,2499.06,2530.03,2594.81,2261.79,2333.31,2659.39,2841.36,2768.05,2709.61,2476.25,2576.91"
60,-3161.76,[],"2553.1,2560.58,2544.0,2301.53,2517.06,2908.92,2776.88,2508.68,2514.13,2663.61,2427.62,2255.59,2705.58,2404.34,2425.89,2441.27,2558.02,2317.65,2608.67,2731.7,2651.44,2436.14,2560.38,2706.9,2691.65,2412.38,2589.13,2593.68,2728.12,2963.59"
61,-2608.9,[],"2824.69,2499.73,2482.46,2737.24,2550.6,2218.3,2454.53,2606.19,2465.8,2426.26,2965.27,2819.2,2856.13,2386.92,2358.93,2747.76,2243.83,2382.51,2501.3,2622.21,2608.89,2739.23,2558.87,2766.51,2839.03,2361.48,3006.12,2994.03,2358.42,2435.63"
62,-1906.15,[],"2733.71,2390.06,2859.62,2525.46,2798.8,2409.0,2353.44,2531.18,2754.33,2816.3,2691.64,2489.35,2747.39,2426.22,2887.9,2369.92,2680.95,2573.68,2727.7,2811.88,2791.32,2538.1,2654.38,2767.51,2592.43,2656.49,2601.96,2370.97,2527.32,2573.93"
63,-3728.32,[],"2210.1,2431.66,2251.82,2972.59,2576.16,2556.16,2661.53,2466.82,2789.07,2697.18,2302.33,2218.64,2778.48,2571.93,2409.11,2578.83,2690.51,2451.85,2646.8,2453.94,2358.93,2574.05,2587.97,2730.2,2724.07,2278.3,2445.49,2603.45,2614.94,2430.18"
64,-3894.38,[],"2887.86,2555.25,2795.11,2771.69,2283.29,2519.94,2539.25,2488.13,2470.06,2223.97,2337.36,2556.15,2180.84,2364.63,2521.78,2597.47,2291.93,2845.07,2800.16,2330.61,2630.95,2584.93,2571.26,2639.65,2409.0,2265.35,2469.73,2217.77,2395.38,2928.3"
